tf1__airline_Air India,tf1__airline_Indigo,tf1__airline_Jet Airways,tf1__airline_Multiple Carriers,tf1__airline_Other,tf2__date_weekend,tf3__route,tf3__source_is_north,tf3__destination_is_north,tf4__part_of_month,tf4__dtoj_day,tf5__part_of_day,tf5__dep_time_hour,tf6__pca0,tf6__dtoj_month,tf7__pca0,tf7__total_stops,tf7__is_direct_flight,tf8__duration_rbf_25,tf8__duration_rbf_50,tf8__duration_rbf_75,tf8__duration_cat,tf8__duration,tf9__additional_info_Other,tf9__additional_info_in-flight meal not included,tf9__additional_info_no info
0.0,0.0,0.0,1.0,0.0,0,10497.166666666666,1,0,-1.0359751600635179,0.7692307692307693,4,0.34782608695652173,-0.2593760116382657,1.2495972436381522,0.2176886557704211,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,0.0020509580078996443,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0,9146.543995572772,0,0,-0.6695208751206501,0.5384615384615385,16,0.7391304347826086,-0.30096778035446614,-0.03132282735298011,1.1657273042755543,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,1.358138604758032,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,1,9146.543995572772,0,0,1.1312267155044053,0.3076923076923077,16,0.7391304347826086,0.6762883282937502,-0.2128301575625197,0.866346678431828,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,0.9299004005211481,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0,7991.070821529745,0,1,-1.0359751600635179,0.7692307692307693,20,1.0,-0.32176366471256634,-0.2128301575625197,-1.4986178355469661,0,1,3.1276250245269157,-0.10093480124377129,-0.08214258395949302,0.0,-0.915602336785423,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0,10497.166666666666,1,0,-1.0359751600635179,0.7692307692307693,4,0.21739130434782608,-0.30096778035446614,-0.03132282735298011,1.5633334198527185,2,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,0.3895045713650803,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,1,7991.070821529745,0,1,-0.6695208751206501,0.6538461538461539,4,0.4782608695652174,0.6970842126518504,-0.03132282735298011,-1.4914897254078299,0,1,2.442937258548544,-0.10093480124377129,-0.08214258395949302,0.0,-0.9054061890654972,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0,10497.166666666666,1,0,1.1312267155044053,0.19230769230769232,4,0.3913043478260869,-0.2593760116382657,1.2495972436381522,1.2726489563625991,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,1.511080820556919,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0,7991.070821529745,0,1,1.1312267155044053,0.3076923076923077,4,0.34782608695652173,-0.2801718959963659,-2.3739919827440086,-1.4986178355469661,0,1,3.1276250245269157,-0.10093480124377129,-0.08214258395949302,0.0,-0.915602336785423,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0,10497.166666666666,1,0,1.1312267155044053,0.0,4,0.21739130434782608,-0.30096778035446614,-0.03132282735298011,2.368809865575125,2,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,1.5416692637166964,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1,9146.543995572772,0,0,1.1312267155044053,0.19230769230769232,16,0.8260869565217391,0.7178800970099506,-2.3739919827440086,-1.5271302761035115,0,1,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,0.0,-0.9563869276651262,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,1,4737.0413223140495,0,0,-0.6695208751206501,0.6538461538461539,16,0.8260869565217391,0.6970842126518504,-0.03132282735298011,-1.5413864963817843,0,1,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,0.0,-0.9767792231049778,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0,4905.245939675174,0,0,1.1312267155044053,0.07692307692307693,20,0.043478260869565216,-0.32176366471256634,-0.2128301575625197,-1.6126675977731475,0,1,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,0.0,-1.078740700304236,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0,10497.166666666666,1,0,-0.6695208751206501,0.42307692307692313,4,0.3913043478260869,-0.32176366471256634,-0.2128301575625197,1.3581862780322354,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,1.6334345931960288,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0,9146.543995572772,0,0,-1.0359751600635179,0.7692307692307693,16,0.7391304347826086,-0.30096778035446614,-0.03132282735298011,-1.520002165964375,0,1,-0.3611528617449704,-0.10093480124377129,-0.08214258395949302,0.0,-0.9461907799452004,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0,7991.070821529745,0,1,1.1312267155044053,0.0,4,0.34782608695652173,-0.2593760116382657,1.2495972436381522,1.698767512496309,2,0,-0.3611528739284868,-0.10093480124377129,0.17397650293892203,2.0,0.5832313780436706,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0,7991.070821529745,0,1,1.1312267155044053,0.0,4,0.34782608695652173,-0.2593760116382657,1.2495972436381522,2.5113720683578515,2,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,1.7455922181152126,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0,9146.543995572772,0,0,-0.6695208751206501,0.42307692307692313,4,0.2608695652173913,-0.32176366471256634,-0.2128301575625197,-0.19574173229948658,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,1.0,-0.5893256097477971,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0,10497.166666666666,1,0,-1.0359751600635179,1.0,4,0.30434782608695654,-0.30096778035446614,-0.03132282735298011,-0.21712606271689558,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,1.0,-0.6199140529075746,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0,10497.166666666666,1,0,-1.0359751600635179,1.0,20,1.0,-0.32176366471256634,-0.2128301575625197,2.917674346288623,2,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,2.3267726381509832,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0,9146.543995572772,0,0,-1.0359751600635179,0.7692307692307693,4,0.3913043478260869,-0.30096778035446614,-0.03132282735298011,2.119326010705353,2,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,1.1848040935192932,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0,7991.070821529745,0,1,1.1312267155044053,0.3076923076923077,20,0.043478260869565216,-0.30096778035446614,-0.03132282735298011,-1.5057459456861024,0,1,2.442937258548544,-0.10093480124377129,-0.08214258395949302,0.0,-0.9257984845053487,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0,7991.070821529745,0,1,-1.0359751600635179,0.8846153846153847,12,0.5652173913043478,-0.30096778035446614,-0.03132282735298011,-1.4986178355469661,0,1,3.1276250245269157,-0.10093480124377129,-0.08214258395949302,0.0,-0.915602336785423,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1,10497.166666666666,1,0,1.1312267155044053,0.07692307692307693,16,0.7826086956521738,0.7386759813680508,1.2495972436381522,-0.017538978821078112,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,-0.334421916749652,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0,10497.166666666666,1,0,1.1312267155044053,0.07692307692307693,4,0.43478260869565216,-0.32176366471256634,-0.2128301575625197,2.18347900195758,2,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,1.2765694229986255,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,1,9146.543995572772,0,0,1.1312267155044053,0.3076923076923077,20,0.8695652173913043,0.6762883282937502,-0.2128301575625197,1.6575669038759613,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,2.0616727974329128,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,1,10497.166666666666,1,0,1.1312267155044053,0.07692307692307693,20,0.8695652173913043,0.7386759813680508,1.2495972436381522,1.1213905912262656,2,0,-0.3611528739284868,10.02026214181034,-0.08214258395949302,2.0,-0.24265658727031972,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0,4737.0413223140495,0,0,-0.6695208751206501,0.42307692307692313,12,0.5652173913043478,-0.32176366471256634,-0.2128301575625197,-1.5413864963817843,0,1,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,0.0,-0.9767792231049778,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0,7991.070821529745,0,1,1.1312267155044053,0.3076923076923077,20,0.8695652173913043,-0.2801718959963659,-2.3739919827440086,-1.5057459456861024,0,1,2.442937258548544,-0.10093480124377129,-0.08214258395949302,0.0,-0.9257984845053487,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0,9146.543995572772,0,0,1.1312267155044053,0.3076923076923077,20,0.8695652173913043,-0.30096778035446614,-0.03132282735298011,0.8734747885709643,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,0.9400965482410739,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0,4905.245939675174,0,0,-1.0359751600635179,0.8846153846153847,20,0.9130434782608695,-0.30096778035446614,-0.03132282735298011,-1.6126675977731475,0,1,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,0.0,-1.078740700304236,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0,7991.070821529745,0,1,-0.6695208751206501,0.5384615384615385,4,0.4782608695652174,-0.2593760116382657,1.2495972436381522,1.4864922605366893,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,1.8169652521546933,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0,9146.543995572772,0,0,-0.6695208751206501,0.42307692307692313,20,0.8695652173913043,-0.32176366471256634,-0.2128301575625197,0.4743006207793293,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,0.3691122759252287,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,1,9146.543995572772,0,0,-0.6695208751206501,0.42307692307692313,16,0.7391304347826086,0.6970842126518504,-0.03132282735298011,0.7665531364839192,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,0.7871543324421868,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1,10497.166666666666,1,0,1.1312267155044053,0.07692307692307693,16,0.6956521739130435,0.7386759813680508,1.2495972436381522,-0.1315887410472595,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,1.0,-0.4975602802684649,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0,9146.543995572772,0,0,1.1312267155044053,0.3076923076923077,20,0.8695652173913043,-0.30096778035446614,-0.03132282735298011,0.07512645298769428,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,-0.20187199639061648,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0,10497.166666666666,1,0,-1.0359751600635179,0.7692307692307693,12,0.5217391304347826,-0.2593760116382657,1.2495972436381522,2.0908135701488075,2,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,1.14401950263959,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0,9146.543995572772,0,0,-0.6695208751206501,0.42307692307692313,4,0.4782608695652174,-0.32176366471256634,-0.2128301575625197,-1.520002165964375,0,1,-0.3611528617449704,-0.10093480124377129,-0.08214258395949302,0.0,-0.9461907799452004,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0,10497.166666666666,1,0,1.1312267155044053,0.3076923076923077,4,0.30434782608695654,-0.2801718959963659,-2.3739919827440086,-0.1601011816038049,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,1.0,-0.5383448711481681,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0,4737.0413223140495,0,0,1.1312267155044053,0.07692307692307693,4,0.4782608695652174,-0.30096778035446614,-0.03132282735298011,-1.5485146065209205,0,1,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,0.0,-0.9869753708249036,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0,7991.070821529745,0,1,-0.6695208751206501,0.6538461538461539,12,0.6086956521739131,-0.2593760116382657,1.2495972436381522,-0.23138228299516825,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,1.0,-0.6403063483474262,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0,10497.166666666666,1,0,-1.0359751600635179,1.0,4,0.30434782608695654,-0.32176366471256634,-0.2128301575625197,-0.1601011816038049,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,1.0,-0.5383448711481681,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0,10497.166666666666,1,0,-0.6695208751206501,0.5384615384615385,20,1.0,-0.30096778035446614,-0.03132282735298011,-0.23138228299516825,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,1.0,-0.6403063483474262,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0,10497.166666666666,1,0,1.1312267155044053,0.19230769230769232,4,0.30434782608695654,-0.2593760116382657,1.2495972436381522,0.30322597744005714,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,0.12440473064700933,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0,9146.543995572772,0,0,-0.6695208751206501,0.5384615384615385,12,0.6521739130434783,-0.30096778035446614,-0.03132282735298011,-0.19574173229948658,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,1.0,-0.5893256097477971,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,1,9146.543995572772,0,0,-0.6695208751206501,0.6538461538461539,16,0.7826086956521738,0.6970842126518504,-0.03132282735298011,0.4743006207793293,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,0.3691122759252287,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0,9146.543995572772,0,0,-1.0359751600635179,0.7692307692307693,20,0.8695652173913043,-0.30096778035446614,-0.03132282735298011,0.8734747885709643,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,0.9400965482410739,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1,10497.166666666666,1,0,-0.6695208751206501,0.6538461538461539,4,0.2608695652173913,0.6970842126518504,-0.03132282735298011,-0.10307630049071419,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,1.0,-0.4567756893887617,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0,10497.166666666666,1,0,-1.0359751600635179,0.8846153846153847,20,0.9565217391304348,-0.32176366471256634,-0.2128301575625197,2.226247662792398,2,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,1.3377463093181803,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0,9146.543995572772,0,0,1.1312267155044053,0.0,16,0.7826086956521738,-0.2801718959963659,-2.3739919827440086,0.1677918847964667,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,-0.069322076031581,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1,7991.070821529745,0,1,1.1312267155044053,0.3076923076923077,4,0.21739130434782608,0.7386759813680508,1.2495972436381522,-1.4986178355469661,0,1,3.1276250245269157,-0.10093480124377129,-0.08214258395949302,0.0,-0.915602336785423,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,1,10497.166666666666,1,0,1.1312267155044053,0.07692307692307693,20,0.08695652173913043,0.7386759813680508,1.2495972436381522,1.5720295822063255,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,1.939319024793803,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0,10497.166666666666,1,0,1.1312267155044053,0.07692307692307693,4,0.4782608695652174,-0.32176366471256634,-0.2128301575625197,1.0358532695566294,2,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,-0.3650103599094294,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1,10497.166666666666,1,0,-0.6695208751206501,0.6538461538461539,4,0.2608695652173913,0.6970842126518504,-0.03132282735298011,-1.4701053949904208,0,1,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,1.0,-0.8748177459057197,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,1,9146.543995572772,0,0,1.1312267155044053,0.3076923076923077,4,0.34782608695652173,0.6762883282937502,-0.2128301575625197,0.38876329910969315,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,0.246758503286119,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0,9146.543995572772,0,0,1.1312267155044053,0.3076923076923077,4,0.30434782608695654,-0.30096778035446614,-0.03132282735298011,0.6952720350925559,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,0.6851928552429287,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,1,9146.543995572772,0,0,1.1312267155044053,0.3076923076923077,20,0.9130434782608695,0.6762883282937502,-0.2128301575625197,0.3745070788314205,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,0.2263662078462674,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,1,9146.543995572772,0,0,-0.6695208751206501,0.6538461538461539,4,0.3913043478260869,0.6970842126518504,-0.03132282735298011,0.05374212257028529,1,0,-0.3611528739284868,10.020262141804634,-0.08214258395949302,2.0,-0.23246043955039392,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0,10497.166666666666,1,0,-1.0359751600635179,0.8846153846153847,16,0.7826086956521738,-0.32176366471256634,-0.2128301575625197,0.9019872291275096,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,0.9808811391207771,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0,10497.166666666666,1,0,1.1312267155044053,0.07692307692307693,20,0.8695652173913043,-0.32176366471256634,-0.2128301575625197,1.2227521853886447,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,1.4397077865174384,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0,7991.070821529745,0,1,1.1312267155044053,0.0,20,0.9565217391304348,-0.2593760116382657,1.2495972436381522,1.073061872466782,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,1.2255886843989965,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1,9146.543995572772,0,0,-1.0359751600635179,0.8846153846153847,20,0.8695652173913043,0.7386759813680508,1.2495972436381522,1.6076701329020073,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,1.990299763393432,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0,10497.166666666666,1,0,1.1312267155044053,0.19230769230769232,4,0.43478260869565216,-0.30096778035446614,-0.03132282735298011,0.07512645298769428,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,-0.20187199639061648,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0,7991.070821529745,0,1,-0.6695208751206501,0.5384615384615385,16,0.6956521739130435,-0.2593760116382657,1.2495972436381522,-0.24563850327344097,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,1.0,-0.6606986437872778,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,1,4737.0413223140495,0,0,-0.6695208751206501,0.6538461538461539,12,0.6086956521739131,0.6970842126518504,-0.03132282735298011,-1.5413864963817843,0,1,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,0.0,-0.9767792231049778,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,1,9146.543995572772,0,0,-1.0359751600635179,0.8846153846153847,4,0.34782608695652173,0.7386759813680508,1.2495972436381522,0.5455817221706927,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,0.47107375312448674,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0,10497.166666666666,1,0,-1.0359751600635179,0.7692307692307693,4,0.30434782608695654,-0.30096778035446614,-0.03132282735298011,-0.19574173229948658,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,1.0,-0.5893256097477971,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0,9146.543995572772,0,0,1.1312267155044053,0.3076923076923077,12,0.6086956521739131,-0.30096778035446614,-0.03132282735298011,0.1464075543790577,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,-0.09991051919135842,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0,7991.070821529745,0,1,1.1312267155044053,0.0,20,1.0,-0.2593760116382657,1.2495972436381522,-1.4986178355469661,0,1,3.1276250245269157,-0.10093480124377129,-0.08214258395949302,0.0,-0.915602336785423,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,1,10497.166666666666,1,0,1.1312267155044053,0.0,20,0.08695652173913043,0.6762883282937502,-0.2128301575625197,1.5720295822063255,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,1.939319024793803,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1,10497.166666666666,1,0,1.1312267155044053,0.3076923076923077,4,0.2608695652173913,0.7386759813680508,1.2495972436381522,0.1464075543790577,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,-0.09991051919135842,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0,10497.166666666666,1,0,-1.0359751600635179,1.0,20,0.8695652173913043,-0.30096778035446614,-0.03132282735298011,1.1285187013654019,2,0,-0.3611528739284868,10.020262141804634,-0.08214258395949302,2.0,-0.23246043955039392,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1,7991.070821529745,0,1,-1.0359751600635179,0.8846153846153847,12,0.5652173913043478,0.7386759813680508,1.2495972436381522,-1.4986178355469661,0,1,3.1276250245269157,-0.10093480124377129,-0.08214258395949302,0.0,-0.915602336785423,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1,7991.070821529745,0,1,-1.0359751600635179,0.8846153846153847,4,0.4782608695652174,0.7386759813680508,1.2495972436381522,-1.5057459456861024,0,1,2.442937258548544,-0.10093480124377129,-0.08214258395949302,0.0,-0.9257984845053487,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0,9146.543995572772,0,0,-0.6695208751206501,0.5384615384615385,20,0.9565217391304348,-0.2801718959963659,-2.3739919827440086,-1.520002165964375,0,1,-0.3611528617449704,-0.10093480124377129,-0.08214258395949302,0.0,-0.9461907799452004,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1,10497.166666666666,1,0,1.1312267155044053,0.3076923076923077,20,0.9130434782608695,0.7386759813680508,1.2495972436381522,0.18917621521387573,1,0,-0.3611528739284868,-0.10093480124377129,-0.08214258395949302,2.0,-0.038733632871803585,0.0,0.0,1.0
